FID,gid,speed_90
ReAtlas_us_windspeed_offshore.10842,10842,3.625
ReAtlas_us_windspeed_offshore.10843,10843,3.375
ReAtlas_us_windspeed_offshore.10845,10845,4.375
ReAtlas_us_windspeed_offshore.10846,10846,5.375
ReAtlas_us_windspeed_offshore.10847,10847,5.875
ReAtlas_us_windspeed_offshore.10848,10848,5.625
ReAtlas_us_windspeed_offshore.10849,10849,4.375
ReAtlas_us_windspeed_offshore.10850,10850,4.875
ReAtlas_us_windspeed_offshore.10851,10851,5.125
ReAtlas_us_windspeed_offshore.11237,11237,7.875
ReAtlas_us_windspeed_offshore.10852,10852,4.875
ReAtlas_us_windspeed_offshore.10853,10853,4.125
ReAtlas_us_windspeed_offshore.10854,10854,3.875
ReAtlas_us_windspeed_offshore.10855,10855,3.625
ReAtlas_us_windspeed_offshore.10856,10856,3.875
ReAtlas_us_windspeed_offshore.10857,10857,4.375
ReAtlas_us_windspeed_offshore.10858,10858,5.625
ReAtlas_us_windspeed_offshore.10859,10859,4.625
ReAtlas_us_windspeed_offshore.10860,10860,4.125
ReAtlas_us_windspeed_offshore.10862,10862,4.875
ReAtlas_us_windspeed_offshore.10863,10863,5.125
ReAtlas_us_windspeed_offshore.10864,10864,4.375
ReAtlas_us_windspeed_offshore.10865,10865,3.875
ReAtlas_us_windspeed_offshore.10866,10866,3.375
ReAtlas_us_windspeed_offshore.10868,10868,4.625
ReAtlas_us_windspeed_offshore.10869,10869,4.125
ReAtlas_us_windspeed_offshore.10870,10870,3.625
ReAtlas_us_windspeed_offshore.10871,10871,3.375
ReAtlas_us_windspeed_offshore.10872,10872,3.625
ReAtlas_us_windspeed_offshore.10876,10876,2.875
ReAtlas_us_windspeed_offshore.10877,10877,2.625
ReAtlas_us_windspeed_offshore.10878,10878,2.875
ReAtlas_us_windspeed_offshore.10879,10879,3.625
ReAtlas_us_windspeed_offshore.10880,10880,3.875
ReAtlas_us_windspeed_offshore.10883,10883,3.375
ReAtlas_us_windspeed_offshore.10884,10884,1.625
ReAtlas_us_windspeed_offshore.10885,10885,1.875
ReAtlas_us_windspeed_offshore.10886,10886,4.375
ReAtlas_us_windspeed_offshore.10887,10887,3.875
ReAtlas_us_windspeed_offshore.10888,10888,3.375
ReAtlas_us_windspeed_offshore.10889,10889,3.125
ReAtlas_us_windspeed_offshore.10890,10890,6.625
ReAtlas_us_windspeed_offshore.10891,10891,6.375
ReAtlas_us_windspeed_offshore.10893,10893,6.375
ReAtlas_us_windspeed_offshore.10895,10895,6.375
ReAtlas_us_windspeed_offshore.10902,10902,6.375
ReAtlas_us_windspeed_offshore.10905,10905,6.625
ReAtlas_us_windspeed_offshore.10908,10908,7.125
ReAtlas_us_windspeed_offshore.10482,10482,6.625
ReAtlas_us_windspeed_offshore.10483,10483,5.625
ReAtlas_us_windspeed_offshore.10484,10484,5.875
ReAtlas_us_windspeed_offshore.10911,10911,7.375
ReAtlas_us_windspeed_offshore.10502,10502,6.625
ReAtlas_us_windspeed_offshore.10504,10504,6.375
ReAtlas_us_windspeed_offshore.10505,10505,7.125
ReAtlas_us_windspeed_offshore.10508,10508,7.125
ReAtlas_us_windspeed_offshore.10509,10509,6.875
ReAtlas_us_windspeed_offshore.10514,10514,7.875
ReAtlas_us_windspeed_offshore.10517,10517,8.125
ReAtlas_us_windspeed_offshore.10915,10915,7.625
ReAtlas_us_windspeed_offshore.10242,10242,8.125
ReAtlas_us_windspeed_offshore.10245,10245,8.125
ReAtlas_us_windspeed_offshore.10874,10874,3.625
ReAtlas_us_windspeed_offshore.10875,10875,3.625
ReAtlas_us_windspeed_offshore.10903,10903,6.375
ReAtlas_us_windspeed_offshore.11213,11213,8.625
ReAtlas_us_windspeed_offshore.11511,11511,7.875
ReAtlas_us_windspeed_offshore.10933,10933,6.625
ReAtlas_us_windspeed_offshore.10935,10935,5.125
ReAtlas_us_windspeed_offshore.10936,10936,5.625
ReAtlas_us_windspeed_offshore.10951,10951,6.125
ReAtlas_us_windspeed_offshore.10953,10953,6.625
ReAtlas_us_windspeed_offshore.10954,10954,6.625
ReAtlas_us_windspeed_offshore.10971,10971,6.625
ReAtlas_us_windspeed_offshore.10535,10535,7.625
ReAtlas_us_windspeed_offshore.10537,10537,8.375
ReAtlas_us_windspeed_offshore.10538,10538,7.625
ReAtlas_us_windspeed_offshore.10576,10576,8.625
ReAtlas_us_windspeed_offshore.10577,10577,9.375
ReAtlas_us_windspeed_offshore.11016,11016,6.625
ReAtlas_us_windspeed_offshore.10557,10557,9.125
ReAtlas_us_windspeed_offshore.10882,10882,8.625
ReAtlas_us_windspeed_offshore.10923,10923,4.625
ReAtlas_us_windspeed_offshore.10949,10949,6.125
ReAtlas_us_windspeed_offshore.10611,10611,8.125
ReAtlas_us_windspeed_offshore.10646,10646,9.375
ReAtlas_us_windspeed_offshore.10896,10896,8.625
ReAtlas_us_windspeed_offshore.10944,10944,6.125
ReAtlas_us_windspeed_offshore.10945,10945,6.125
ReAtlas_us_windspeed_offshore.10518,10518,7.375
ReAtlas_us_windspeed_offshore.10465,10465,7.625
ReAtlas_us_windspeed_offshore.10501,10501,6.375
ReAtlas_us_windspeed_offshore.10521,10521,7.375
ReAtlas_us_windspeed_offshore.10523,10523,7.625
ReAtlas_us_windspeed_offshore.10525,10525,7.375
ReAtlas_us_windspeed_offshore.10531,10531,7.875
ReAtlas_us_windspeed_offshore.10928,10928,8.875
ReAtlas_us_windspeed_offshore.10964,10964,6.625
ReAtlas_us_windspeed_offshore.10983,10983,7.625
ReAtlas_us_windspeed_offshore.10539,10539,6.875
ReAtlas_us_windspeed_offshore.10540,10540,8.375
ReAtlas_us_windspeed_offshore.10542,10542,8.375
ReAtlas_us_windspeed_offshore.10543,10543,8.375
ReAtlas_us_windspeed_offshore.10547,10547,8.375
ReAtlas_us_windspeed_offshore.10549,10549,7.625
ReAtlas_us_windspeed_offshore.10550,10550,7.875
ReAtlas_us_windspeed_offshore.10551,10551,8.375
ReAtlas_us_windspeed_offshore.10552,10552,8.125
ReAtlas_us_windspeed_offshore.10554,10554,7.875
ReAtlas_us_windspeed_offshore.10568,10568,9.125
ReAtlas_us_windspeed_offshore.10569,10569,9.375
ReAtlas_us_windspeed_offshore.10570,10570,9.125
ReAtlas_us_windspeed_offshore.10571,10571,9.125
ReAtlas_us_windspeed_offshore.10572,10572,9.125
ReAtlas_us_windspeed_offshore.10573,10573,9.375
ReAtlas_us_windspeed_offshore.10574,10574,8.625
ReAtlas_us_windspeed_offshore.10555,10555,7.125
ReAtlas_us_windspeed_offshore.10556,10556,8.625
ReAtlas_us_windspeed_offshore.10558,10558,8.875
ReAtlas_us_windspeed_offshore.10559,10559,7.875
ReAtlas_us_windspeed_offshore.10560,10560,8.625
ReAtlas_us_windspeed_offshore.10561,10561,8.125
ReAtlas_us_windspeed_offshore.10562,10562,9.125
ReAtlas_us_windspeed_offshore.10563,10563,9.125
ReAtlas_us_windspeed_offshore.10565,10565,8.375
ReAtlas_us_windspeed_offshore.10575,10575,9.125
ReAtlas_us_windspeed_offshore.10579,10579,9.125
ReAtlas_us_windspeed_offshore.10580,10580,8.625
ReAtlas_us_windspeed_offshore.10581,10581,8.375
ReAtlas_us_windspeed_offshore.10582,10582,8.125
ReAtlas_us_windspeed_offshore.10583,10583,7.875
ReAtlas_us_windspeed_offshore.10613,10613,7.625
ReAtlas_us_windspeed_offshore.10584,10584,8.625
ReAtlas_us_windspeed_offshore.10585,10585,7.875
ReAtlas_us_windspeed_offshore.10586,10586,8.625
ReAtlas_us_windspeed_offshore.10594,10594,7.625
ReAtlas_us_windspeed_offshore.10595,10595,7.875
ReAtlas_us_windspeed_offshore.10596,10596,8.125
ReAtlas_us_windspeed_offshore.10597,10597,7.625
ReAtlas_us_windspeed_offshore.10598,10598,7.875
ReAtlas_us_windspeed_offshore.10599,10599,8.125
ReAtlas_us_windspeed_offshore.10600,10600,7.625
ReAtlas_us_windspeed_offshore.10601,10601,8.125
ReAtlas_us_windspeed_offshore.10602,10602,8.625
ReAtlas_us_windspeed_offshore.10603,10603,7.375
ReAtlas_us_windspeed_offshore.10604,10604,8.125
ReAtlas_us_windspeed_offshore.10605,10605,8.625
ReAtlas_us_windspeed_offshore.10606,10606,9.125
ReAtlas_us_windspeed_offshore.10608,10608,8.375
ReAtlas_us_windspeed_offshore.10609,10609,7.625
ReAtlas_us_windspeed_offshore.10610,10610,8.125
ReAtlas_us_windspeed_offshore.10612,10612,7.875
ReAtlas_us_windspeed_offshore.10589,10589,8.625
ReAtlas_us_windspeed_offshore.10591,10591,8.375
ReAtlas_us_windspeed_offshore.10592,10592,8.625
ReAtlas_us_windspeed_offshore.10593,10593,7.875
ReAtlas_us_windspeed_offshore.10614,10614,8.375
ReAtlas_us_windspeed_offshore.10615,10615,7.875
ReAtlas_us_windspeed_offshore.10616,10616,8.125
ReAtlas_us_windspeed_offshore.10617,10617,8.375
ReAtlas_us_windspeed_offshore.10618,10618,8.875
ReAtlas_us_windspeed_offshore.10619,10619,8.125
ReAtlas_us_windspeed_offshore.10620,10620,8.375
ReAtlas_us_windspeed_offshore.10621,10621,8.625
ReAtlas_us_windspeed_offshore.10622,10622,9.125
ReAtlas_us_windspeed_offshore.10623,10623,8.125
ReAtlas_us_windspeed_offshore.10624,10624,8.875
ReAtlas_us_windspeed_offshore.10625,10625,9.125
ReAtlas_us_windspeed_offshore.10626,10626,8.625
ReAtlas_us_windspeed_offshore.10627,10627,8.875
ReAtlas_us_windspeed_offshore.10628,10628,9.375
ReAtlas_us_windspeed_offshore.10629,10629,8.875
ReAtlas_us_windspeed_offshore.10630,10630,9.625
ReAtlas_us_windspeed_offshore.10631,10631,9.125
ReAtlas_us_windspeed_offshore.10632,10632,8.625
ReAtlas_us_windspeed_offshore.10633,10633,8.875
ReAtlas_us_windspeed_offshore.10634,10634,9.375
ReAtlas_us_windspeed_offshore.10636,10636,8.875
ReAtlas_us_windspeed_offshore.10637,10637,8.625
ReAtlas_us_windspeed_offshore.10638,10638,8.875
ReAtlas_us_windspeed_offshore.10639,10639,8.875
ReAtlas_us_windspeed_offshore.10640,10640,8.625
ReAtlas_us_windspeed_offshore.10641,10641,8.625
ReAtlas_us_windspeed_offshore.10643,10643,8.375
ReAtlas_us_windspeed_offshore.10644,10644,8.875
ReAtlas_us_windspeed_offshore.10645,10645,9.125
ReAtlas_us_windspeed_offshore.10647,10647,9.125
ReAtlas_us_windspeed_offshore.10648,10648,8.625
ReAtlas_us_windspeed_offshore.10649,10649,8.625
ReAtlas_us_windspeed_offshore.10650,10650,8.625
ReAtlas_us_windspeed_offshore.10651,10651,9.125
ReAtlas_us_windspeed_offshore.10653,10653,8.625
ReAtlas_us_windspeed_offshore.10655,10655,8.375
ReAtlas_us_windspeed_offshore.10656,10656,8.375
ReAtlas_us_windspeed_offshore.10658,10658,8.125
ReAtlas_us_windspeed_offshore.10659,10659,8.375
ReAtlas_us_windspeed_offshore.10660,10660,8.125
ReAtlas_us_windspeed_offshore.10661,10661,7.875
ReAtlas_us_windspeed_offshore.10662,10662,8.125
ReAtlas_us_windspeed_offshore.10663,10663,8.125
ReAtlas_us_windspeed_offshore.10665,10665,8.875
ReAtlas_us_windspeed_offshore.10666,10666,8.125
ReAtlas_us_windspeed_offshore.10667,10667,7.875
ReAtlas_us_windspeed_offshore.10668,10668,8.125
ReAtlas_us_windspeed_offshore.10669,10669,7.875
ReAtlas_us_windspeed_offshore.10670,10670,7.875
ReAtlas_us_windspeed_offshore.10671,10671,8.125
ReAtlas_us_windspeed_offshore.10672,10672,8.375
ReAtlas_us_windspeed_offshore.10675,10675,7.875
ReAtlas_us_windspeed_offshore.10676,10676,8.625
ReAtlas_us_windspeed_offshore.10677,10677,8.625
ReAtlas_us_windspeed_offshore.10678,10678,8.125
ReAtlas_us_windspeed_offshore.10679,10679,7.875
ReAtlas_us_windspeed_offshore.10691,10691,9.375
ReAtlas_us_windspeed_offshore.10692,10692,8.875
ReAtlas_us_windspeed_offshore.10693,10693,8.375
ReAtlas_us_windspeed_offshore.10694,10694,7.625
ReAtlas_us_windspeed_offshore.10700,10700,7.375
ReAtlas_us_windspeed_offshore.10701,10701,7.625
ReAtlas_us_windspeed_offshore.10702,10702,7.875
ReAtlas_us_windspeed_offshore.10822,10822,8.875
ReAtlas_us_windspeed_offshore.10873,10873,9.125
ReAtlas_us_windspeed_offshore.10900,10900,7.875
ReAtlas_us_windspeed_offshore.10901,10901,7.875
ReAtlas_us_windspeed_offshore.10955,10955,6.125
ReAtlas_us_windspeed_offshore.10918,10918,4.375
ReAtlas_us_windspeed_offshore.10919,10919,4.625
ReAtlas_us_windspeed_offshore.10920,10920,4.375
ReAtlas_us_windspeed_offshore.10921,10921,6.125
ReAtlas_us_windspeed_offshore.10922,10922,5.125
ReAtlas_us_windspeed_offshore.10924,10924,6.625
ReAtlas_us_windspeed_offshore.10909,10909,5.875
ReAtlas_us_windspeed_offshore.10910,10910,4.125
ReAtlas_us_windspeed_offshore.10925,10925,6.625
ReAtlas_us_windspeed_offshore.10926,10926,4.625
ReAtlas_us_windspeed_offshore.10927,10927,4.625
ReAtlas_us_windspeed_offshore.10929,10929,5.125
ReAtlas_us_windspeed_offshore.10912,10912,4.625
ReAtlas_us_windspeed_offshore.10913,10913,6.625
ReAtlas_us_windspeed_offshore.10914,10914,6.125
ReAtlas_us_windspeed_offshore.10916,10916,6.125
ReAtlas_us_windspeed_offshore.10917,10917,6.125
ReAtlas_us_windspeed_offshore.10992,10992,7.125
ReAtlas_us_windspeed_offshore.10956,10956,6.375
ReAtlas_us_windspeed_offshore.10957,10957,6.625
ReAtlas_us_windspeed_offshore.11048,11048,9.625
ReAtlas_us_windspeed_offshore.10930,10930,4.875
ReAtlas_us_windspeed_offshore.10934,10934,5.625
ReAtlas_us_windspeed_offshore.10937,10937,6.125
ReAtlas_us_windspeed_offshore.10938,10938,5.625
ReAtlas_us_windspeed_offshore.10939,10939,5.375
ReAtlas_us_windspeed_offshore.10940,10940,5.625
ReAtlas_us_windspeed_offshore.10948,10948,6.125
ReAtlas_us_windspeed_offshore.10950,10950,5.875
ReAtlas_us_windspeed_offshore.10963,10963,6.375
ReAtlas_us_windspeed_offshore.10965,10965,6.375
ReAtlas_us_windspeed_offshore.10966,10966,6.625
ReAtlas_us_windspeed_offshore.10969,10969,6.375
ReAtlas_us_windspeed_offshore.10970,10970,6.625
ReAtlas_us_windspeed_offshore.10972,10972,7.125
ReAtlas_us_windspeed_offshore.10975,10975,7.125
ReAtlas_us_windspeed_offshore.10981,10981,7.125
ReAtlas_us_windspeed_offshore.10982,10982,7.375
ReAtlas_us_windspeed_offshore.11008,11008,8.125
ReAtlas_us_windspeed_offshore.11017,11017,8.625
ReAtlas_us_windspeed_offshore.11024,11024,8.625
ReAtlas_us_windspeed_offshore.11031,11031,8.125
ReAtlas_us_windspeed_offshore.11039,11039,9.125
ReAtlas_us_windspeed_offshore.11051,11051,9.625
ReAtlas_us_windspeed_offshore.11055,11055,9.125
ReAtlas_us_windspeed_offshore.11081,11081,8.625
ReAtlas_us_windspeed_offshore.11082,11082,7.125
ReAtlas_us_windspeed_offshore.11249,11249,8.875
ReAtlas_us_windspeed_offshore.11301,11301,9.125
ReAtlas_us_windspeed_offshore.11323,11323,9.125
ReAtlas_us_windspeed_offshore.11324,11324,8.375
ReAtlas_us_windspeed_offshore.11327,11327,9.625
ReAtlas_us_windspeed_offshore.11335,11335,9.375
ReAtlas_us_windspeed_offshore.11340,11340,8.125
ReAtlas_us_windspeed_offshore.11341,11341,9.625
ReAtlas_us_windspeed_offshore.11345,11345,9.625
ReAtlas_us_windspeed_offshore.11346,11346,8.875
ReAtlas_us_windspeed_offshore.11392,11392,9.375
ReAtlas_us_windspeed_offshore.11355,11355,9.625
ReAtlas_us_windspeed_offshore.11483,11483,7.625
ReAtlas_us_windspeed_offshore.11459,11459,7.875
ReAtlas_us_windspeed_offshore.11557,11557,7.625
ReAtlas_us_windspeed_offshore.11676,11676,7.375
ReAtlas_us_windspeed_offshore.10527,10527,7.625
ReAtlas_us_windspeed_offshore.10267,10267,7.375
ReAtlas_us_windspeed_offshore.12670,12670,1.625
ReAtlas_us_windspeed_offshore.11385,11385,9.625
ReAtlas_us_windspeed_offshore.11408,11408,9.125
ReAtlas_us_windspeed_offshore.11439,11439,8.375
ReAtlas_us_windspeed_offshore.11440,11440,8.875
ReAtlas_us_windspeed_offshore.11441,11441,8.125
ReAtlas_us_windspeed_offshore.11448,11448,8.125
ReAtlas_us_windspeed_offshore.11443,11443,7.875
ReAtlas_us_windspeed_offshore.11452,11452,7.875
ReAtlas_us_windspeed_offshore.11454,11454,7.875
ReAtlas_us_windspeed_offshore.11463,11463,8.125
ReAtlas_us_windspeed_offshore.11464,11464,7.875
ReAtlas_us_windspeed_offshore.11465,11465,7.625
ReAtlas_us_windspeed_offshore.10566,10566,7.375
ReAtlas_us_windspeed_offshore.10567,10567,9.125
ReAtlas_us_windspeed_offshore.10588,10588,8.125
ReAtlas_us_windspeed_offshore.11715,11715,7.125
ReAtlas_us_windspeed_offshore.10564,10564,8.125
ReAtlas_us_windspeed_offshore.10642,10642,8.625
ReAtlas_us_windspeed_offshore.10652,10652,8.875
ReAtlas_us_windspeed_offshore.11196,11196,8.375
ReAtlas_us_windspeed_offshore.10327,10327,6.375
ReAtlas_us_windspeed_offshore.10219,10219,8.625
ReAtlas_us_windspeed_offshore.11058,11058,6.875
ReAtlas_us_windspeed_offshore.10220,10220,7.875
ReAtlas_us_windspeed_offshore.10237,10237,6.375
ReAtlas_us_windspeed_offshore.10240,10240,6.125
ReAtlas_us_windspeed_offshore.10252,10252,5.625
ReAtlas_us_windspeed_offshore.10308,10308,5.625
ReAtlas_us_windspeed_offshore.10309,10309,5.375
ReAtlas_us_windspeed_offshore.12656,12656,2.375
ReAtlas_us_windspeed_offshore.12657,12657,5.375
ReAtlas_us_windspeed_offshore.11442,11442,9.125
ReAtlas_us_windspeed_offshore.10519,10519,6.375
ReAtlas_us_windspeed_offshore.10553,10553,6.625
ReAtlas_us_windspeed_offshore.12806,12806,3.125
ReAtlas_us_windspeed_offshore.12835,12835,3.875
ReAtlas_us_windspeed_offshore.12916,12916,9.625
ReAtlas_us_windspeed_offshore.10221,10221,8.625
ReAtlas_us_windspeed_offshore.10266,10266,5.875
ReAtlas_us_windspeed_offshore.10257,10257,5.375
ReAtlas_us_windspeed_offshore.10260,10260,6.625
ReAtlas_us_windspeed_offshore.10270,10270,6.875
ReAtlas_us_windspeed_offshore.10313,10313,5.875
ReAtlas_us_windspeed_offshore.10316,10316,7.125
ReAtlas_us_windspeed_offshore.10258,10258,5.125
ReAtlas_us_windspeed_offshore.10356,10356,6.625
ReAtlas_us_windspeed_offshore.10434,10434,5.375
ReAtlas_us_windspeed_offshore.10261,10261,5.625
ReAtlas_us_windspeed_offshore.10262,10262,5.125
ReAtlas_us_windspeed_offshore.10328,10328,6.125
ReAtlas_us_windspeed_offshore.10357,10357,6.375
ReAtlas_us_windspeed_offshore.10359,10359,6.125
ReAtlas_us_windspeed_offshore.10360,10360,5.875
ReAtlas_us_windspeed_offshore.10362,10362,5.875
ReAtlas_us_windspeed_offshore.10367,10367,4.625
ReAtlas_us_windspeed_offshore.10450,10450,5.625
ReAtlas_us_windspeed_offshore.10256,10256,8.625
ReAtlas_us_windspeed_offshore.10263,10263,7.125
ReAtlas_us_windspeed_offshore.10293,10293,6.625
ReAtlas_us_windspeed_offshore.10294,10294,6.125
ReAtlas_us_windspeed_offshore.10295,10295,5.625
ReAtlas_us_windspeed_offshore.10296,10296,5.125
ReAtlas_us_windspeed_offshore.10264,10264,6.375
ReAtlas_us_windspeed_offshore.10265,10265,6.125
ReAtlas_us_windspeed_offshore.10334,10334,5.625
ReAtlas_us_windspeed_offshore.10335,10335,6.375
ReAtlas_us_windspeed_offshore.10336,10336,5.875
ReAtlas_us_windspeed_offshore.10337,10337,6.375
ReAtlas_us_windspeed_offshore.10268,10268,6.125
ReAtlas_us_windspeed_offshore.10269,10269,5.875
ReAtlas_us_windspeed_offshore.10271,10271,6.625
ReAtlas_us_windspeed_offshore.10301,10301,6.125
ReAtlas_us_windspeed_offshore.10302,10302,5.625
ReAtlas_us_windspeed_offshore.10303,10303,5.125
ReAtlas_us_windspeed_offshore.10306,10306,6.375
ReAtlas_us_windspeed_offshore.10312,10312,6.125
ReAtlas_us_windspeed_offshore.10317,10317,6.125
ReAtlas_us_windspeed_offshore.10318,10318,5.875
ReAtlas_us_windspeed_offshore.10320,10320,6.125
ReAtlas_us_windspeed_offshore.10323,10323,6.125
ReAtlas_us_windspeed_offshore.10338,10338,6.125
ReAtlas_us_windspeed_offshore.10339,10339,5.875
ReAtlas_us_windspeed_offshore.10342,10342,6.375
ReAtlas_us_windspeed_offshore.10343,10343,6.625
ReAtlas_us_windspeed_offshore.10345,10345,8.375
ReAtlas_us_windspeed_offshore.10349,10349,7.125
ReAtlas_us_windspeed_offshore.10354,10354,6.875
ReAtlas_us_windspeed_offshore.10355,10355,6.875
ReAtlas_us_windspeed_offshore.10369,10369,4.625
ReAtlas_us_windspeed_offshore.10371,10371,4.625
ReAtlas_us_windspeed_offshore.12917,12917,9.375
ReAtlas_us_windspeed_offshore.10272,10272,8.125
ReAtlas_us_windspeed_offshore.10273,10273,7.875
ReAtlas_us_windspeed_offshore.10307,10307,6.125
ReAtlas_us_windspeed_offshore.10274,10274,7.625
ReAtlas_us_windspeed_offshore.10275,10275,7.375
ReAtlas_us_windspeed_offshore.10276,10276,8.125
ReAtlas_us_windspeed_offshore.10279,10279,7.125
ReAtlas_us_windspeed_offshore.10280,10280,6.375
ReAtlas_us_windspeed_offshore.10281,10281,5.875
ReAtlas_us_windspeed_offshore.10282,10282,6.875
ReAtlas_us_windspeed_offshore.10283,10283,6.625
ReAtlas_us_windspeed_offshore.10284,10284,6.125
ReAtlas_us_windspeed_offshore.10285,10285,5.625
ReAtlas_us_windspeed_offshore.10288,10288,6.625
ReAtlas_us_windspeed_offshore.10289,10289,6.125
ReAtlas_us_windspeed_offshore.10290,10290,5.625
ReAtlas_us_windspeed_offshore.10291,10291,5.375
ReAtlas_us_windspeed_offshore.10292,10292,7.125
ReAtlas_us_windspeed_offshore.10329,10329,5.875
ReAtlas_us_windspeed_offshore.10331,10331,6.375
ReAtlas_us_windspeed_offshore.10332,10332,6.125
ReAtlas_us_windspeed_offshore.10333,10333,5.875
ReAtlas_us_windspeed_offshore.10378,10378,4.875
ReAtlas_us_windspeed_offshore.10382,10382,5.875
ReAtlas_us_windspeed_offshore.10388,10388,5.125
ReAtlas_us_windspeed_offshore.10396,10396,6.375
ReAtlas_us_windspeed_offshore.10401,10401,6.125
ReAtlas_us_windspeed_offshore.10409,10409,5.625
ReAtlas_us_windspeed_offshore.10391,10391,6.625
ReAtlas_us_windspeed_offshore.10635,10635,8.125
ReAtlas_us_windspeed_offshore.10405,10405,5.875
ReAtlas_us_windspeed_offshore.10499,10499,6.125
ReAtlas_us_windspeed_offshore.10421,10421,6.125
ReAtlas_us_windspeed_offshore.10471,10471,7.375
ReAtlas_us_windspeed_offshore.10412,10412,4.875
ReAtlas_us_windspeed_offshore.10414,10414,5.125
ReAtlas_us_windspeed_offshore.10415,10415,5.875
ReAtlas_us_windspeed_offshore.10419,10419,5.125
ReAtlas_us_windspeed_offshore.10428,10428,5.875
ReAtlas_us_windspeed_offshore.10429,10429,6.375
ReAtlas_us_windspeed_offshore.10430,10430,6.125
ReAtlas_us_windspeed_offshore.10431,10431,6.375
ReAtlas_us_windspeed_offshore.10432,10432,6.125
ReAtlas_us_windspeed_offshore.10433,10433,6.375
ReAtlas_us_windspeed_offshore.10436,10436,6.625
ReAtlas_us_windspeed_offshore.10441,10441,6.875
ReAtlas_us_windspeed_offshore.10448,10448,7.375
ReAtlas_us_windspeed_offshore.10451,10451,6.875
ReAtlas_us_windspeed_offshore.10454,10454,7.375
ReAtlas_us_windspeed_offshore.10456,10456,7.375
ReAtlas_us_windspeed_offshore.10476,10476,7.375
ReAtlas_us_windspeed_offshore.10481,10481,7.375
ReAtlas_us_windspeed_offshore.12625,12625,7.375
ReAtlas_us_windspeed_offshore.12840,12840,4.125
ReAtlas_us_windspeed_offshore.12836,12836,4.125
ReAtlas_us_windspeed_offshore.12837,12837,4.375
ReAtlas_us_windspeed_offshore.10463,10463,5.875
ReAtlas_us_windspeed_offshore.10578,10578,6.875
