FID,lat,lon,gid,reachid,pen_power_,pen_head_f
ReAtlas_smallhydro.4679,40.43541380304843,-121.64740557092398,4679,937233.000000,1484.193,1255.446
ReAtlas_smallhydro.4680,40.322947812852625,-122.2087678754454,4680,979671.000000,5343.637,14.337
ReAtlas_smallhydro.4681,40.39782840814051,-121.86480896122865,4681,937230.000000,1675.792,194.094
ReAtlas_smallhydro.4682,40.43907368546418,-121.70464284029768,4682,937220.000000,1193.358,785.696
ReAtlas_smallhydro.4683,40.43786156301562,-121.73047672614797,4683,937213.000000,1285.783,695.735
ReAtlas_smallhydro.4684,40.4365420352307,-121.77145037134514,4684,937207.000000,1105.001,317.618
ReAtlas_smallhydro.4686,40.36092960848637,-122.18196706183514,4686,979669.000000,4090.399,11.680
ReAtlas_smallhydro.4687,40.440682436658776,-121.81815555556645,4687,937187.000000,1127.032,528.576
ReAtlas_smallhydro.4688,40.440754301768905,-121.81781193499657,4688,937197.000000,1958.546,492.060
ReAtlas_smallhydro.4689,40.42461951962267,-121.91734913670103,4689,937183.000000,4169.717,348.097
ReAtlas_smallhydro.4690,40.418742155652424,-121.95589333135746,4690,937186.000000,6484.101,366.601
ReAtlas_smallhydro.4691,40.44081029228841,-121.86004796521814,4691,937189.000000,3071.709,510.007
ReAtlas_smallhydro.4692,40.49374306560925,-121.62743086054695,4692,937211.000000,1310.603,973.261
ReAtlas_smallhydro.4693,40.442615264047404,-121.87664391290124,4693,937176.000000,2523.450,212.927
ReAtlas_smallhydro.4694,40.42554154327107,-121.99361575925789,4694,937175.000000,1626.123,92.290
ReAtlas_smallhydro.4695,40.45551975618416,-121.85884860824581,4695,937172.000000,2250.950,545.013
ReAtlas_smallhydro.4696,40.42532053722744,-122.0039044796012,4696,937173.000000,1765.054,68.241
ReAtlas_smallhydro.4698,40.45683949715973,-121.85785752673019,4698,937168.000000,4021.784,506.627
ReAtlas_smallhydro.4699,40.42099396176117,-122.02969706692645,4699,937170.000000,1886.750,72.736
ReAtlas_smallhydro.4700,40.4657701345207,-121.81783608888492,4700,937164.000000,3563.324,881.955
ReAtlas_smallhydro.4701,40.41264788810663,-122.07843044208076,4701,937171.000000,3468.091,133.891
ReAtlas_smallhydro.4703,40.50312260629908,-121.66792958727996,4703,937177.000000,2247.884,597.310
ReAtlas_smallhydro.4704,40.39696288222319,-122.19182228253825,4704,979660.000000,2216.153,6.923
ReAtlas_smallhydro.4705,40.47899118889998,-121.83571132595011,4705,937147.000000,4153.245,564.140
ReAtlas_smallhydro.4706,40.53377428015631,-121.66886980331276,4706,937143.000000,2158.886,588.878
ReAtlas_smallhydro.4707,40.43439653650385,-122.20295644313705,4707,979655.000000,1553.224,4.856
ReAtlas_smallhydro.4708,40.44995495709542,-122.22142647037239,4708,979651.000000,2894.409,9.154
ReAtlas_smallhydro.4709,40.52868818791149,-121.9250126888017,4709,937129.000000,1257.345,753.609
ReAtlas_smallhydro.4710,40.46271932047036,-122.24255935428798,4710,979640.000000,1407.166,4.757
ReAtlas_smallhydro.4712,40.46811204517838,-122.25646443312209,4712,979632.000000,2620.287,8.924
ReAtlas_smallhydro.4713,40.46962466115085,-122.28596871094783,4713,979622.000000,1473.685,5.020
ReAtlas_smallhydro.4715,40.471859721639674,-122.30944358560885,4715,979617.000000,1434.207,4.888
ReAtlas_smallhydro.4716,40.48663257186759,-122.3302521875863,4716,979615.000000,6684.639,22.802
ReAtlas_smallhydro.4717,40.61923281553544,-121.75650089727301,4717,937098.000000,1119.164,1017.618
ReAtlas_smallhydro.4719,40.56758694416709,-122.02711876273716,4719,937082.000000,2301.522,658.694
ReAtlas_smallhydro.4720,40.59896064356657,-121.90819329016196,4720,937083.000000,1677.472,574.869
ReAtlas_smallhydro.4721,40.572694793482874,-122.08471841962887,4721,937085.000000,1078.194,187.402
ReAtlas_smallhydro.4722,40.49293900892583,-122.46998618815593,4722,979601.000000,3869.982,142.454
ReAtlas_smallhydro.4723,40.52083234617189,-122.35918575075303,4723,979598.000000,2177.429,8.071
ReAtlas_smallhydro.4724,40.45583532537243,-122.67708096221992,4724,936087.000000,1066.213,268.373
ReAtlas_smallhydro.4725,40.533962040101414,-122.35377269612911,4725,979591.000000,2573.194,9.580
ReAtlas_smallhydro.4727,40.617945819341514,-122.0032928455314,4727,937068.000000,1505.749,267.618
ReAtlas_smallhydro.4728,40.73591846294405,-121.44868534495262,4728,963791.000000,3980.694,396.457
ReAtlas_smallhydro.4729,40.5467783752389,-122.3746106232891,4729,979576.000000,2862.645,10.663
ReAtlas_smallhydro.4730,40.51646093088466,-122.5264983257174,4730,975448.000000,2293.108,86.286
ReAtlas_smallhydro.4731,40.75958032368835,-121.39421058609258,4731,963755.000000,1890.503,318.241
ReAtlas_smallhydro.4732,40.75749720504186,-121.41387972321792,4732,963745.000000,4071.258,666.864
ReAtlas_smallhydro.4733,40.56797053750996,-122.37709219636142,4733,979568.000000,4235.534,15.781
ReAtlas_smallhydro.4734,40.6771086908379,-121.87495762852924,4734,937061.000000,2578.455,662.762
ReAtlas_smallhydro.4735,40.592619511495364,-122.37642943191,4735,979554.000000,3185.702,11.877
ReAtlas_smallhydro.4736,40.67583333223168,-122.00715887953746,4736,937258.000000,1291.563,589.173
ReAtlas_smallhydro.4737,40.79157274682058,-121.45090614659676,4737,963732.000000,1974.200,310.794
ReAtlas_smallhydro.4738,40.78147177502349,-121.50146444136129,4738,963735.000000,2435.930,222.999
ReAtlas_smallhydro.4740,40.68000539399092,-122.10762118209541,4740,937040.000000,1711.237,238.747
ReAtlas_smallhydro.4741,40.78569507150794,-121.7179532508348,4741,963692.000000,2277.391,599.180
ReAtlas_smallhydro.4742,40.74456005432859,-121.97528931055956,4742,937027.000000,1757.027,476.345
ReAtlas_smallhydro.4743,40.757986013520224,-121.92711530524477,4743,937024.000000,1212.655,604.790
ReAtlas_smallhydro.4745,40.727677199105734,-122.07684273677467,4745,937030.000000,1147.678,174.114
ReAtlas_smallhydro.4746,40.84528330744156,-121.54245135691596,4746,963617.000000,1447.317,559.121
ReAtlas_smallhydro.4748,40.853421960182146,-121.7278526829418,4748,963599.000000,2647.783,407.710
ReAtlas_smallhydro.4750,40.82756912436801,-121.88428624636441,4750,963574.000000,1285.436,1115.715
ReAtlas_smallhydro.4751,40.86768666506265,-121.71267339539284,4751,963551.000000,1229.030,179.921
ReAtlas_smallhydro.4755,40.83618905323408,-121.93890869138244,4755,963547.000000,1593.083,611.877
ReAtlas_smallhydro.4756,40.83988305121774,-121.9518411438005,4756,963510.000000,1167.979,309.121
ReAtlas_smallhydro.4757,40.92810191698018,-121.5450938989108,4757,963522.000000,3878.144,194.718
ReAtlas_smallhydro.4760,40.71804531933687,-122.62834509307544,4760,975390.000000,1474.398,92.388
ReAtlas_smallhydro.4761,40.87235617781505,-121.94688173109498,4761,963494.000000,6232.043,1317.946
ReAtlas_smallhydro.4763,40.880827911795855,-121.94894190288815,4763,963447.000000,1410.202,373.228
ReAtlas_smallhydro.4767,40.97765310156904,-121.52165312907013,4767,963431.000000,2171.123,29.199
ReAtlas_smallhydro.4769,40.990537328078496,-121.48726427072066,4769,963450.000000,15954.627,215.289
ReAtlas_smallhydro.4770,40.754155643615135,-122.61726544078081,4770,975384.000000,1509.447,119.094
ReAtlas_smallhydro.4775,40.7897091184888,-122.61006309034494,4775,975380.000000,1534.639,129.003
ReAtlas_smallhydro.4778,40.96413012641603,-121.836209347601,4778,963390.000000,12932.836,119.980
ReAtlas_smallhydro.4781,41.00446011960395,-121.69120174901553,4781,963369.000000,16896.836,161.647
ReAtlas_smallhydro.4782,40.99710169825902,-121.74965185787545,4782,963370.000000,8398.052,79.068
ReAtlas_smallhydro.4784,40.98303546665992,-121.98174650954627,4784,963324.000000,1130.345,303.379
ReAtlas_smallhydro.4785,40.99580365278961,-121.97124291585132,4785,963323.000000,8557.437,71.686
ReAtlas_smallhydro.4786,41.01319581525473,-121.89451551785706,4786,963383.000000,26020.346,239.665
ReAtlas_smallhydro.4787,41.01925576635767,-121.90014899574814,4787,963301.000000,3536.084,32.349
ReAtlas_smallhydro.4788,41.02221911161504,-121.90462152587156,4788,963294.000000,1382.969,315.420
ReAtlas_smallhydro.4789,41.02715791421007,-121.93299091292059,4789,963287.000000,1108.336,115.912
ReAtlas_smallhydro.4790,41.02806577094951,-121.9299706370696,4790,963296.000000,12908.939,114.993
ReAtlas_smallhydro.4791,41.015538952899874,-121.99398030962175,4791,963288.000000,1973.262,806.529
ReAtlas_smallhydro.4792,40.9381033820642,-122.41654167837069,4792,971078.000000,1124.103,25.066
ReAtlas_smallhydro.4793,40.94421385290722,-122.42448360087508,4793,971075.000000,1894.936,45.899
ReAtlas_smallhydro.4794,40.95937694255622,-122.43439916995132,4794,971069.000000,2576.419,64.173
ReAtlas_smallhydro.4796,41.142871073622,-121.57382432436833,4796,963259.000000,5471.800,126.903
ReAtlas_smallhydro.4797,41.078583375241635,-121.92653565641837,4797,963251.000000,2128.568,259.810
ReAtlas_smallhydro.4799,40.97380304754912,-122.4373090584339,4799,971064.000000,2328.005,496.260
ReAtlas_smallhydro.4800,40.978696577951276,-122.42871806367677,4800,971060.000000,2949.039,85.761
ReAtlas_smallhydro.4801,41.16935205618816,-121.5761700634807,4801,963239.000000,4688.071,237.434
ReAtlas_smallhydro.4802,41.00305361179294,-122.40589502048644,4802,971050.000000,3020.937,99.967
ReAtlas_smallhydro.4803,41.128781086809006,-121.86575656446149,4803,963230.000000,1495.270,447.113
ReAtlas_smallhydro.4804,41.11641914607865,-121.926553568994,4804,963233.000000,1015.472,949.114
ReAtlas_smallhydro.4805,41.021824469918016,-122.41196006968573,4805,971046.000000,1236.517,1757.940
ReAtlas_smallhydro.4806,41.06924836108756,-122.19967232655472,4806,936006.000000,1830.223,189.042
ReAtlas_smallhydro.4807,41.03120334860487,-122.39535491756968,4807,971047.000000,3808.513,132.907
ReAtlas_smallhydro.4808,41.116346544419,-122.06154702871393,4808,935997.000000,12417.000,293.373
ReAtlas_smallhydro.4810,40.97972472423775,-122.72340837387063,4810,962819.000000,1943.031,407.677
ReAtlas_smallhydro.4811,41.09563760146281,-122.19997539525349,4811,935996.000000,1350.064,171.358
ReAtlas_smallhydro.4812,41.012484086154785,-122.61373509214062,4812,962779.000000,1148.073,153.445
ReAtlas_smallhydro.4813,41.07184777328805,-122.35478862250775,4813,971033.000000,1799.247,81.824
ReAtlas_smallhydro.4815,41.11128957816394,-122.18646685360761,4815,935991.000000,1819.547,243.438
ReAtlas_smallhydro.4816,41.11757332970974,-122.1645299507702,4816,935989.000000,1359.845,195.013
ReAtlas_smallhydro.4817,41.06922421587041,-122.40392805050104,4817,971035.000000,1429.906,2222.310
ReAtlas_smallhydro.4820,41.16751968539208,-121.99780604554746,4820,935982.000000,1418.488,1192.388
ReAtlas_smallhydro.4821,41.09565151965072,-122.34368031376795,4821,971031.000000,1598.578,76.444
ReAtlas_smallhydro.4824,41.091964181769306,-122.39130461436997,4824,971034.000000,1538.976,2120.866
ReAtlas_smallhydro.4825,41.11875003324968,-122.32667906730347,4825,971027.000000,1736.498,86.056
ReAtlas_smallhydro.4827,41.2641192666866,-121.67652094387762,4827,963921.000000,2360.153,210.860
ReAtlas_smallhydro.4828,41.182444234024786,-122.07158328571128,4828,935967.000000,1966.072,51.214
ReAtlas_smallhydro.4830,41.19349681553676,-122.06266036869374,4830,935963.000000,2865.453,78.675
ReAtlas_smallhydro.4832,41.21620525045802,-122.06189257849056,4832,935948.000000,5149.016,150.591
ReAtlas_smallhydro.4833,41.22675598019046,-122.03404113648483,4833,935943.000000,6891.133,220.768
ReAtlas_smallhydro.4834,41.08685913517945,-122.70503681995567,4834,962677.000000,2062.271,186.745
ReAtlas_smallhydro.4835,41.22913507147605,-122.04131031227772,4835,935941.000000,1070.290,351.476
ReAtlas_smallhydro.4837,41.21234433915742,-122.14547597237535,4837,935935.000000,1115.817,228.379
ReAtlas_smallhydro.4838,41.24320310017118,-122.00991062262975,4838,935949.000000,5306.536,188.681
ReAtlas_smallhydro.4840,41.24255455578102,-122.02502875554146,4840,935931.000000,3004.083,97.835
ReAtlas_smallhydro.4841,41.34536733211404,-121.541933805274,4841,963155.000000,1757.059,339.862
ReAtlas_smallhydro.4843,41.203526150965935,-122.27215355615289,4843,971010.000000,2086.131,167.060
ReAtlas_smallhydro.4846,41.2410659349002,-122.26849238090992,4846,970995.000000,2634.279,227.592
ReAtlas_smallhydro.4849,41.27196904778976,-122.31481578883322,4849,970978.000000,2747.142,285.072
ReAtlas_smallhydro.4850,41.27324474677944,-122.40236376970108,4850,970981.000000,1396.393,717.815
ReAtlas_smallhydro.4852,41.3147905790539,-122.2636421773185,4852,970960.000000,1026.034,1540.846
ReAtlas_smallhydro.4853,41.31768827266519,-122.31468002783211,4853,970955.000000,1133.367,851.017
ReAtlas_smallhydro.4861,41.52379334142564,-122.29254843206871,4861,933882.000000,1436.198,979.462
ReAtlas_smallhydro.4324,37.810007579379,-120.67403126091332,4324,971925.000000,2387.020,38.747
ReAtlas_smallhydro.4326,37.77517422166557,-120.8632095379266,4326,971920.000000,1038.023,17.323
ReAtlas_smallhydro.4327,37.835058908084,-120.65196562870085,4327,942518.000000,3226.855,52.297
ReAtlas_smallhydro.4329,37.86250325760163,-120.63034632355937,4329,942513.000000,12122.500,195.801
ReAtlas_smallhydro.4335,38.081954567307015,-120.3001173143596,4335,942472.000000,2594.823,344.062
ReAtlas_smallhydro.4337,38.067768994450304,-120.3863336926951,4337,942473.000000,2931.608,369.652
ReAtlas_smallhydro.4338,38.1295738438796,-120.3790488184707,4338,942441.000000,1575.726,28.445
ReAtlas_smallhydro.4342,38.14956821444639,-120.3718865414883,4342,942424.000000,5380.361,97.310
ReAtlas_smallhydro.4344,38.18154215832958,-120.33839624129982,4344,942400.000000,1434.564,1452.723
ReAtlas_smallhydro.4345,38.18652819714831,-120.32471351975747,4345,942403.000000,6130.262,1487.041
ReAtlas_smallhydro.4346,38.184550450383696,-120.33583962948114,4346,942399.000000,11788.448,559.318
ReAtlas_smallhydro.4349,38.11262660269534,-120.84071471947976,4349,942596.000000,2362.047,201.214
ReAtlas_smallhydro.4350,38.19139115512108,-120.468291592485,4350,942597.000000,1128.632,496.194
ReAtlas_smallhydro.4352,38.14868739260171,-120.82311991532623,4352,942576.000000,1835.980,160.072
ReAtlas_smallhydro.4354,38.3259327375895,-120.33719849621625,4354,942809.000000,1014.282,555.577
ReAtlas_smallhydro.4355,38.318199435203496,-120.40405037917625,4355,942810.000000,1350.254,377.559
ReAtlas_smallhydro.4358,38.239407133640654,-120.87739846386106,4358,966432.000000,1215.757,28.084
ReAtlas_smallhydro.4363,38.256755354812675,-120.85116163687218,4363,966427.000000,2050.850,47.211
ReAtlas_smallhydro.4365,38.310035727678155,-120.72585875313464,4365,942787.000000,1074.963,24.377
ReAtlas_smallhydro.4366,38.387260089180494,-120.41965658803801,4366,942779.000000,1053.407,497.507
ReAtlas_smallhydro.4367,38.374458537298594,-120.58451640069012,4367,942774.000000,3589.280,628.740
ReAtlas_smallhydro.4368,38.371390543308586,-120.6103592715848,4368,942761.000000,3828.777,350.984
ReAtlas_smallhydro.4369,38.38355057197389,-120.61453214468119,4369,942759.000000,24590.950,717.159
ReAtlas_smallhydro.4370,38.42316788289105,-120.52623098840249,4370,942725.000000,8227.470,241.470
ReAtlas_smallhydro.4371,38.46002430190053,-120.37053052844473,4371,942813.000000,1310.999,947.178
ReAtlas_smallhydro.4372,38.47629972025068,-120.2967608359501,4372,942720.000000,3234.594,136.942
ReAtlas_smallhydro.4374,38.46599412015662,-120.35605470119063,4374,942719.000000,2816.755,98.917
ReAtlas_smallhydro.4375,38.473315517208505,-120.41560517511897,4375,942707.000000,3625.074,116.470
ReAtlas_smallhydro.4377,38.585917897668295,-120.533133048054,4377,942968.000000,1657.312,459.580
ReAtlas_smallhydro.4378,38.55350036475582,-120.76362356931469,4378,942928.000000,1817.388,558.432
ReAtlas_smallhydro.4379,38.53540832818764,-120.8663238696654,4379,942917.000000,5287.826,224.508
ReAtlas_smallhydro.4380,38.500619148410095,-121.05164777785322,4380,942913.000000,1467.168,60.171
ReAtlas_smallhydro.4381,38.528583854973355,-120.94092104126281,4381,942922.000000,1167.402,49.377
ReAtlas_smallhydro.4382,38.60251396601741,-120.59170137346163,4382,942924.000000,4620.979,682.448
ReAtlas_smallhydro.4383,38.518793567441,-121.00153258131166,4383,942910.000000,2134.267,87.664
ReAtlas_smallhydro.4384,38.55416362480797,-120.84658340161931,4384,942900.000000,1324.722,118.274
ReAtlas_smallhydro.4385,38.563232859885794,-120.81195907833884,4385,942897.000000,1629.898,203.215
ReAtlas_smallhydro.4390,38.58267064995549,-120.78344135613457,4390,942893.000000,1354.676,178.740
ReAtlas_smallhydro.4392,38.63946775452675,-120.5842623821807,4392,942880.000000,1606.734,485.860
ReAtlas_smallhydro.4393,38.60929011670627,-120.74552090935362,4393,942878.000000,1756.694,236.450
ReAtlas_smallhydro.4395,38.61226979941279,-120.79982510487744,4395,942869.000000,1874.618,164.731
ReAtlas_smallhydro.4396,38.651951533208496,-120.6249150577298,4396,942879.000000,1868.028,343.438
ReAtlas_smallhydro.4397,38.68342309212322,-120.49461031197407,4397,942885.000000,1318.888,576.083
ReAtlas_smallhydro.4398,38.6548710072625,-120.66624479065536,4398,942867.000000,1194.184,204.364
ReAtlas_smallhydro.4399,38.655388381527544,-120.66642341676254,4399,942857.000000,1792.918,391.568
ReAtlas_smallhydro.4401,38.64580181611252,-120.72684042573283,4401,942859.000000,4392.475,395.341
ReAtlas_smallhydro.4402,38.661850883891994,-120.68629962456538,4402,942858.000000,1096.741,104.856
ReAtlas_smallhydro.4403,38.69018008565709,-120.57722879426112,4403,942849.000000,1178.919,440.125
ReAtlas_smallhydro.4404,38.69036349198456,-120.59673985675002,4404,942843.000000,1005.096,661.745
ReAtlas_smallhydro.4406,38.762812447406894,-120.30133979735766,4406,964932.000000,5113.176,559.711
ReAtlas_smallhydro.4408,38.763058729390075,-120.3262797419755,4408,964917.000000,1218.427,71.457
ReAtlas_smallhydro.4409,38.76705139491789,-120.31467106504857,4409,964924.000000,1496.957,158.793
ReAtlas_smallhydro.4411,38.761248618155975,-120.3779009122575,4411,964943.000000,1957.022,1288.484
ReAtlas_smallhydro.4412,38.76493193909098,-120.36510720908169,4412,964916.000000,5036.109,289.633
ReAtlas_smallhydro.4413,38.7736956619472,-120.39440490066391,4413,964908.000000,1238.616,64.042
ReAtlas_smallhydro.4414,38.76820566014578,-120.440816785272,4414,964906.000000,3061.977,153.970
ReAtlas_smallhydro.4415,38.77768794077285,-120.46100557139005,4415,964904.000000,1567.242,75.295
ReAtlas_smallhydro.4416,38.8192304719453,-120.31659492645448,4416,964899.000000,2012.464,853.904
ReAtlas_smallhydro.4417,38.77773790297957,-120.56052125895397,4417,964898.000000,8257.062,383.596
ReAtlas_smallhydro.4418,38.68075950767173,-121.11596975032518,4418,971424.000000,1731.454,12.369
ReAtlas_smallhydro.4419,38.792954329937324,-120.58920297211341,4419,964867.000000,4678.315,307.874
ReAtlas_smallhydro.4420,38.772236609593705,-120.70178351461311,4420,964861.000000,7917.584,195.210
ReAtlas_smallhydro.4421,38.77269756212676,-120.73476556565845,4421,964859.000000,7797.639,189.698
