FID,gid,pen_power_,pen_head_f,pen_class
ReAtlas_smallhydro.4861,4861,1436.198,979.462,Small Hydro
ReAtlas_smallhydro.4324,4324,2387.02,38.747,Small Hydro
ReAtlas_smallhydro.4326,4326,1038.023,17.323,Small Hydro
ReAtlas_smallhydro.4327,4327,3226.855,52.297,Small Hydro
ReAtlas_smallhydro.4329,4329,12122.5,195.801,Small Hydro
ReAtlas_smallhydro.4335,4335,2594.823,344.062,Small Hydro
ReAtlas_smallhydro.4337,4337,2931.608,369.652,Small Hydro
ReAtlas_smallhydro.4338,4338,1575.726,28.445,Small Hydro
ReAtlas_smallhydro.4342,4342,5380.361,97.31,Small Hydro
ReAtlas_smallhydro.4344,4344,1434.564,1452.723,Small Hydro
ReAtlas_smallhydro.4345,4345,6130.262,1487.041,Small Hydro
ReAtlas_smallhydro.4346,4346,11788.448,559.318,Small Hydro
ReAtlas_smallhydro.4349,4349,2362.047,201.214,Small Hydro
ReAtlas_smallhydro.4350,4350,1128.632,496.194,Small Hydro
ReAtlas_smallhydro.4352,4352,1835.98,160.072,Small Hydro
ReAtlas_smallhydro.4354,4354,1014.282,555.577,Small Hydro
ReAtlas_smallhydro.4355,4355,1350.254,377.559,Small Hydro
ReAtlas_smallhydro.4358,4358,1215.757,28.084,Small Hydro
ReAtlas_smallhydro.4363,4363,2050.85,47.211,Small Hydro
ReAtlas_smallhydro.4365,4365,1074.963,24.377,Small Hydro
ReAtlas_smallhydro.4366,4366,1053.407,497.507,Small Hydro
ReAtlas_smallhydro.4367,4367,3589.28,628.74,Small Hydro
ReAtlas_smallhydro.4368,4368,3828.777,350.984,Small Hydro
ReAtlas_smallhydro.4369,4369,24590.95,717.159,Small Hydro
ReAtlas_smallhydro.4370,4370,8227.47,241.47,Small Hydro
ReAtlas_smallhydro.4371,4371,1310.999,947.178,Small Hydro
ReAtlas_smallhydro.4372,4372,3234.594,136.942,Small Hydro
ReAtlas_smallhydro.4374,4374,2816.755,98.917,Small Hydro
ReAtlas_smallhydro.4375,4375,3625.074,116.47,Small Hydro
ReAtlas_smallhydro.4377,4377,1657.312,459.58,Small Hydro
ReAtlas_smallhydro.4378,4378,1817.388,558.432,Small Hydro
ReAtlas_smallhydro.4379,4379,5287.826,224.508,Small Hydro
ReAtlas_smallhydro.4380,4380,1467.168,60.171,Small Hydro
ReAtlas_smallhydro.4381,4381,1167.402,49.377,Small Hydro
ReAtlas_smallhydro.4382,4382,4620.979,682.448,Small Hydro
ReAtlas_smallhydro.4383,4383,2134.267,87.664,Small Hydro
ReAtlas_smallhydro.4384,4384,1324.722,118.274,Small Hydro
ReAtlas_smallhydro.4385,4385,1629.898,203.215,Small Hydro
ReAtlas_smallhydro.4390,4390,1354.676,178.74,Small Hydro
ReAtlas_smallhydro.4392,4392,1606.734,485.86,Small Hydro
ReAtlas_smallhydro.4393,4393,1756.694,236.45,Small Hydro
ReAtlas_smallhydro.4395,4395,1874.618,164.731,Small Hydro
ReAtlas_smallhydro.4396,4396,1868.028,343.438,Small Hydro
ReAtlas_smallhydro.4397,4397,1318.888,576.083,Small Hydro
ReAtlas_smallhydro.4398,4398,1194.184,204.364,Small Hydro
ReAtlas_smallhydro.4399,4399,1792.918,391.568,Small Hydro
ReAtlas_smallhydro.4401,4401,4392.475,395.341,Small Hydro
ReAtlas_smallhydro.4402,4402,1096.741,104.856,Small Hydro
ReAtlas_smallhydro.4403,4403,1178.919,440.125,Small Hydro
ReAtlas_smallhydro.4404,4404,1005.096,661.745,Small Hydro
ReAtlas_smallhydro.4406,4406,5113.176,559.711,Small Hydro
ReAtlas_smallhydro.4408,4408,1218.427,71.457,Small Hydro
ReAtlas_smallhydro.4409,4409,1496.957,158.793,Small Hydro
ReAtlas_smallhydro.4411,4411,1957.022,1288.484,Small Hydro
ReAtlas_smallhydro.4412,4412,5036.109,289.633,Small Hydro
ReAtlas_smallhydro.4413,4413,1238.616,64.042,Small Hydro
ReAtlas_smallhydro.4414,4414,3061.977,153.97,Small Hydro
ReAtlas_smallhydro.4415,4415,1567.242,75.295,Small Hydro
ReAtlas_smallhydro.4416,4416,2012.464,853.904,Small Hydro
ReAtlas_smallhydro.4417,4417,8257.062,383.596,Small Hydro
ReAtlas_smallhydro.4418,4418,1731.454,12.369,Small Hydro
ReAtlas_smallhydro.4419,4419,4678.315,307.874,Small Hydro
ReAtlas_smallhydro.4420,4420,7917.584,195.21,Small Hydro
ReAtlas_smallhydro.4421,4421,7797.639,189.698,Small Hydro
ReAtlas_smallhydro.4422,4422,4022.972,87.402,Small Hydro
ReAtlas_smallhydro.4423,4423,8094.65,195.997,Small Hydro
ReAtlas_smallhydro.4424,4424,2226.434,48.261,Small Hydro
ReAtlas_smallhydro.4425,4425,1594.127,108.596,Small Hydro
ReAtlas_smallhydro.4426,4426,2956.997,71.391,Small Hydro
ReAtlas_smallhydro.4427,4427,1889.31,130.906,Small Hydro
ReAtlas_smallhydro.4428,4428,2045.788,144.291,Small Hydro
ReAtlas_smallhydro.4429,4429,7652.685,587.5,Small Hydro
ReAtlas_smallhydro.4430,4430,5897.572,127.362,Small Hydro
ReAtlas_smallhydro.4431,4431,1708.058,125.23,Small Hydro
ReAtlas_smallhydro.4432,4432,1350.423,820.44,Small Hydro
ReAtlas_smallhydro.4433,4433,3498.717,73.261,Small Hydro
ReAtlas_smallhydro.4434,4434,2240.019,44.652,Small Hydro
ReAtlas_smallhydro.4435,4435,1380.336,29.462,Small Hydro
ReAtlas_smallhydro.4436,4436,2067.324,44.062,Small Hydro
ReAtlas_smallhydro.4437,4437,1224.104,25.656,Small Hydro
ReAtlas_smallhydro.4438,4438,1525.747,32.119,Small Hydro
ReAtlas_smallhydro.4440,4440,4464.479,847.572,Small Hydro
ReAtlas_smallhydro.4442,4442,1941.013,32.119,Small Hydro
ReAtlas_smallhydro.4443,4443,4017.798,145.965,Small Hydro
ReAtlas_smallhydro.4444,4444,1108.267,949.541,Small Hydro
ReAtlas_smallhydro.4445,4445,6758.622,477.198,Small Hydro
ReAtlas_smallhydro.4446,4446,5524.018,167.192,Small Hydro
ReAtlas_smallhydro.4447,4447,1927.312,32.382,Small Hydro
ReAtlas_smallhydro.4448,4448,3465.509,57.546,Small Hydro
ReAtlas_smallhydro.4450,4450,5532.786,119.062,Small Hydro
ReAtlas_smallhydro.4452,4452,4138.612,318.635,Small Hydro
ReAtlas_smallhydro.4453,4453,6432.897,110.4,Small Hydro
ReAtlas_smallhydro.4454,4454,3494.434,60.925,Small Hydro
ReAtlas_smallhydro.4455,4455,1038.12,453.445,Small Hydro
ReAtlas_smallhydro.4456,4456,2982.297,331.89,Small Hydro
ReAtlas_smallhydro.4458,4458,3842.523,500.558,Small Hydro
ReAtlas_smallhydro.4460,4460,1207.49,371.85,Small Hydro
ReAtlas_smallhydro.4461,4461,3895.017,305.512,Small Hydro
ReAtlas_smallhydro.4462,4462,1216.231,99.606,Small Hydro
ReAtlas_smallhydro.4463,4463,1449.81,810.794,Small Hydro
ReAtlas_smallhydro.4464,4464,2639.717,150.262,Small Hydro
ReAtlas_smallhydro.4465,4465,5012.239,286.778,Small Hydro
ReAtlas_smallhydro.4466,4466,1805.529,102.428,Small Hydro
ReAtlas_smallhydro.4467,4467,1538.369,118.373,Small Hydro
ReAtlas_smallhydro.4468,4468,1337.65,278.051,Small Hydro
ReAtlas_smallhydro.4470,4470,1224.114,179.396,Small Hydro
ReAtlas_smallhydro.4472,4472,5011.441,711.056,Small Hydro
ReAtlas_smallhydro.4473,4473,1091.698,1473.917,Small Hydro
ReAtlas_smallhydro.4475,4475,2006.241,996.785,Small Hydro
ReAtlas_smallhydro.4477,4477,3045.716,1159.711,Small Hydro
ReAtlas_smallhydro.4479,4479,1257.127,268.406,Small Hydro
ReAtlas_smallhydro.4480,4480,1441.385,226.378,Small Hydro
ReAtlas_smallhydro.4484,4484,3854.956,379.134,Small Hydro
ReAtlas_smallhydro.4486,4486,17685.778,801.837,Small Hydro
ReAtlas_smallhydro.4488,4488,1006.32,358.694,Small Hydro
ReAtlas_smallhydro.4489,4489,3064.677,425.787,Small Hydro
ReAtlas_smallhydro.4491,4491,1240.186,273.524,Small Hydro
ReAtlas_smallhydro.4493,4493,3178.974,320.669,Small Hydro
ReAtlas_smallhydro.4494,4494,1577.869,180.249,Small Hydro
ReAtlas_smallhydro.4495,4495,1196.841,182.612,Small Hydro
ReAtlas_smallhydro.4497,4497,2904.133,563.353,Small Hydro
ReAtlas_smallhydro.4500,4500,1328.515,467.257,Small Hydro
ReAtlas_smallhydro.4501,4501,7827.323,335.958,Small Hydro
ReAtlas_smallhydro.4502,4502,2986.833,1798.196,Small Hydro
ReAtlas_smallhydro.4505,4505,6975.581,276.247,Small Hydro
ReAtlas_smallhydro.4507,4507,1861.005,241.962,Small Hydro
ReAtlas_smallhydro.4508,4508,6833.267,1017.06,Small Hydro
ReAtlas_smallhydro.4510,4510,5183.061,153.773,Small Hydro
ReAtlas_smallhydro.4511,4511,4187.77,107.743,Small Hydro
ReAtlas_smallhydro.4512,4512,16478.7,363.386,Small Hydro
ReAtlas_smallhydro.4513,4513,1148.465,30.217,Small Hydro
ReAtlas_smallhydro.4514,4514,3746.612,108.202,Small Hydro
ReAtlas_smallhydro.4515,4515,6835.864,146.161,Small Hydro
ReAtlas_smallhydro.4516,4516,5172.652,122.343,Small Hydro
ReAtlas_smallhydro.4517,4517,1972.366,43.11,Small Hydro
ReAtlas_smallhydro.4518,4518,3118.579,78.675,Small Hydro
ReAtlas_smallhydro.4519,4519,1058.482,760.663,Small Hydro
ReAtlas_smallhydro.4520,4520,5191.724,128.478,Small Hydro
ReAtlas_smallhydro.4521,4521,11641.857,248.524,Small Hydro
ReAtlas_smallhydro.4522,4522,1544.618,33.005,Small Hydro
ReAtlas_smallhydro.4523,4523,8588.334,196.555,Small Hydro
ReAtlas_smallhydro.4524,4524,1075.649,1105.873,Small Hydro
ReAtlas_smallhydro.4525,4525,4053.973,39.501,Small Hydro
ReAtlas_smallhydro.4526,4526,16161.268,157.841,Small Hydro
ReAtlas_smallhydro.4528,4528,4916.001,230.709,Small Hydro
ReAtlas_smallhydro.4529,4529,30000,710.171,Small Hydro
ReAtlas_smallhydro.4530,4530,1063.784,1450.755,Small Hydro
ReAtlas_smallhydro.4531,4531,4199.099,185.105,Small Hydro
ReAtlas_smallhydro.4532,4532,3409.465,222.835,Small Hydro
ReAtlas_smallhydro.4533,4533,1117.342,40.059,Small Hydro
ReAtlas_smallhydro.4534,4534,6035.72,495.833,Small Hydro
ReAtlas_smallhydro.4535,4535,2481.777,143.471,Small Hydro
ReAtlas_smallhydro.4536,4536,1622.366,747.736,Small Hydro
ReAtlas_smallhydro.4537,4537,1609.77,79.954,Small Hydro
ReAtlas_smallhydro.4538,4538,1548.486,315.486,Small Hydro
ReAtlas_smallhydro.4539,4539,1291.681,1079.068,Small Hydro
ReAtlas_smallhydro.4540,4540,6077.663,672.999,Small Hydro
ReAtlas_smallhydro.4541,4541,2104.086,350.656,Small Hydro
ReAtlas_smallhydro.4542,4542,1762.866,809.646,Small Hydro
ReAtlas_smallhydro.4543,4543,2864.821,365.715,Small Hydro
ReAtlas_smallhydro.4544,4544,3427.699,1062.992,Small Hydro
ReAtlas_smallhydro.4545,4545,2336.481,472.441,Small Hydro
ReAtlas_smallhydro.4546,4546,1996.527,138.55,Small Hydro
ReAtlas_smallhydro.4547,4547,6812.784,756.923,Small Hydro
ReAtlas_smallhydro.4548,4548,4773.224,304.232,Small Hydro
ReAtlas_smallhydro.4550,4550,1185.625,1780.512,Small Hydro
ReAtlas_smallhydro.4551,4551,3042.858,74.967,Small Hydro
ReAtlas_smallhydro.4552,4552,4153.027,219.226,Small Hydro
ReAtlas_smallhydro.4553,4553,1151.346,54.724,Small Hydro
ReAtlas_smallhydro.4554,4554,1399.258,2149.902,Small Hydro
ReAtlas_smallhydro.4555,4555,4766.044,129.79,Small Hydro
ReAtlas_smallhydro.4556,4556,5686.924,174.934,Small Hydro
ReAtlas_smallhydro.4557,4557,3095.121,80.971,Small Hydro
ReAtlas_smallhydro.4558,4558,3546.519,164.075,Small Hydro
ReAtlas_smallhydro.4559,4559,1157.421,199.606,Small Hydro
ReAtlas_smallhydro.4560,4560,2103.888,30.84,Small Hydro
ReAtlas_smallhydro.4561,4561,1308.048,449.409,Small Hydro
ReAtlas_smallhydro.4562,4562,1205.654,1299.541,Small Hydro
ReAtlas_smallhydro.4563,4563,1105.323,636.778,Small Hydro
ReAtlas_smallhydro.4564,4564,2842.007,66.142,Small Hydro
ReAtlas_smallhydro.4565,4565,1015.164,293.045,Small Hydro
ReAtlas_smallhydro.4566,4566,5534.506,483.793,Small Hydro
ReAtlas_smallhydro.4567,4567,5316.914,98.196,Small Hydro
ReAtlas_smallhydro.4568,4568,1934.039,536.286,Small Hydro
ReAtlas_smallhydro.4569,4569,1119.228,917.782,Small Hydro
ReAtlas_smallhydro.4570,4570,1410.574,20.932,Small Hydro
ReAtlas_smallhydro.4571,4571,1424.329,359.875,Small Hydro
ReAtlas_smallhydro.4572,4572,2069.059,825.525,Small Hydro
ReAtlas_smallhydro.4573,4573,4451.023,499.081,Small Hydro
ReAtlas_smallhydro.4574,4574,1008.663,453.937,Small Hydro
ReAtlas_smallhydro.4575,4575,1025.746,745.079,Small Hydro
ReAtlas_smallhydro.4576,4576,6032.484,558.366,Small Hydro
ReAtlas_smallhydro.4577,4577,1341.232,759.613,Small Hydro
ReAtlas_smallhydro.4578,4578,5422.627,300.984,Small Hydro
ReAtlas_smallhydro.4579,4579,7177.033,1052.953,Small Hydro
ReAtlas_smallhydro.4580,4580,7832.718,719.521,Small Hydro
ReAtlas_smallhydro.4581,4581,1195.304,434.121,Small Hydro
ReAtlas_smallhydro.4582,4582,3760.777,392.388,Small Hydro
ReAtlas_smallhydro.4583,4583,1613.739,721.293,Small Hydro
ReAtlas_smallhydro.4586,4586,1607.664,188.32,Small Hydro
ReAtlas_smallhydro.4589,4589,1169.413,302.329,Small Hydro
ReAtlas_smallhydro.4590,4590,3906.982,559.088,Small Hydro
ReAtlas_smallhydro.4594,4594,5813.285,622.08,Small Hydro
ReAtlas_smallhydro.4595,4595,1695.923,229.659,Small Hydro
ReAtlas_smallhydro.4596,4596,2415.509,1501.739,Small Hydro
ReAtlas_smallhydro.4622,4622,2214.866,135.236,Small Hydro
ReAtlas_smallhydro.4625,4625,1247.483,73.097,Small Hydro
ReAtlas_smallhydro.4626,4626,3681.883,38.255,Small Hydro
ReAtlas_smallhydro.4628,4628,3426.451,85.794,Small Hydro
ReAtlas_smallhydro.4629,4629,16616.175,174.967,Small Hydro
ReAtlas_smallhydro.4631,4631,2185.082,124.541,Small Hydro
ReAtlas_smallhydro.4633,4633,9436.448,398.622,Small Hydro
ReAtlas_smallhydro.4634,4634,1232.727,30.315,Small Hydro
ReAtlas_smallhydro.4637,4637,7319.295,171.686,Small Hydro
ReAtlas_smallhydro.4638,4638,5212.58,118.93,Small Hydro
ReAtlas_smallhydro.4639,4639,1179.499,769.062,Small Hydro
ReAtlas_smallhydro.4644,4644,3732.555,518.045,Small Hydro
ReAtlas_smallhydro.4645,4645,10828.436,247.146,Small Hydro
ReAtlas_smallhydro.4647,4647,4061.467,615.453,Small Hydro
ReAtlas_smallhydro.4649,4649,2529.962,70.965,Small Hydro
ReAtlas_smallhydro.4650,4650,1407.713,39.206,Small Hydro
ReAtlas_smallhydro.4651,4651,4123.229,116.634,Small Hydro
ReAtlas_smallhydro.4652,4652,2691.588,76.575,Small Hydro
ReAtlas_smallhydro.4653,4653,14084.101,404.56,Small Hydro
ReAtlas_smallhydro.4654,4654,1413.94,1032.776,Small Hydro
ReAtlas_smallhydro.4655,4655,13985.695,407.251,Small Hydro
ReAtlas_smallhydro.4657,4657,1333.833,105.052,Small Hydro
ReAtlas_smallhydro.4658,4658,1947.521,179.888,Small Hydro
ReAtlas_smallhydro.4660,4660,1181.179,84.514,Small Hydro
ReAtlas_smallhydro.4752,4752,1551.141,48.885,Small Hydro
ReAtlas_smallhydro.4773,4773,1713.067,47.277,Small Hydro
ReAtlas_smallhydro.4860,4860,1182.094,144.816,Small Hydro
ReAtlas_smallhydro.4336,4336,1188.852,6.299,Small Hydro
ReAtlas_smallhydro.4376,4376,1118.432,2.625,Small Hydro
ReAtlas_smallhydro.4439,4439,1102.635,3.51,Small Hydro
ReAtlas_smallhydro.4441,4441,1609.609,4.364,Small Hydro
ReAtlas_smallhydro.4449,4449,1795.174,5.479,Small Hydro
ReAtlas_smallhydro.4451,4451,1739.043,55.249,Small Hydro
ReAtlas_smallhydro.4457,4457,1769.643,4.528,Small Hydro
ReAtlas_smallhydro.4459,4459,2049.606,52.854,Small Hydro
ReAtlas_smallhydro.4469,4469,1953.598,109.482,Small Hydro
ReAtlas_smallhydro.4471,4471,1298.856,42.487,Small Hydro
ReAtlas_smallhydro.4474,4474,2319.663,76.345,Small Hydro
ReAtlas_smallhydro.4476,4476,1040.8,32.283,Small Hydro
ReAtlas_smallhydro.4478,4478,2855.107,19.094,Small Hydro
ReAtlas_smallhydro.4481,4481,1273.428,5.151,Small Hydro
ReAtlas_smallhydro.4482,4482,1491.974,4.692,Small Hydro
ReAtlas_smallhydro.4483,4483,1164.419,213.78,Small Hydro
ReAtlas_smallhydro.4485,4485,1811.422,7.48,Small Hydro
ReAtlas_smallhydro.4487,4487,2245.935,14.928,Small Hydro
ReAtlas_smallhydro.4490,4490,1677.759,5.282,Small Hydro
ReAtlas_smallhydro.4492,4492,1894.321,87.336,Small Hydro
ReAtlas_smallhydro.4496,4496,1170.684,46.293,Small Hydro
ReAtlas_smallhydro.4498,4498,1342.201,196.063,Small Hydro
ReAtlas_smallhydro.4499,4499,1776.385,255.02,Small Hydro
ReAtlas_smallhydro.4503,4503,6261.297,41.404,Small Hydro
ReAtlas_smallhydro.4504,4504,30000,213.025,Small Hydro
ReAtlas_smallhydro.4506,4506,9456.159,62.205,Small Hydro
ReAtlas_smallhydro.4509,4509,1391.861,56.562,Small Hydro
ReAtlas_smallhydro.4527,4527,1234.882,5.052,Small Hydro
ReAtlas_smallhydro.4549,4549,2336.897,9.613,Small Hydro
ReAtlas_smallhydro.2317,2317,1000,102.198,Small Hydro
ReAtlas_smallhydro.2318,2318,1000,127.756,Small Hydro
ReAtlas_smallhydro.2319,2319,1311.458,254.035,Small Hydro
ReAtlas_smallhydro.2320,2320,1000,265.781,Small Hydro
ReAtlas_smallhydro.2321,2321,1000,71.424,Small Hydro
ReAtlas_smallhydro.2324,2324,1000,92.52,Small Hydro
ReAtlas_smallhydro.2325,2325,1000,79.921,Small Hydro
ReAtlas_smallhydro.2328,2328,1000,103.117,Small Hydro
ReAtlas_smallhydro.2329,2329,1000,1268.241,Small Hydro
ReAtlas_smallhydro.2330,2330,1000,92.651,Small Hydro
ReAtlas_smallhydro.2331,2331,1675.275,68.307,Small Hydro
ReAtlas_smallhydro.2332,2332,1000,71.096,Small Hydro
ReAtlas_smallhydro.2333,2333,1000,46.424,Small Hydro
ReAtlas_smallhydro.2334,2334,1112.029,44.849,Small Hydro
ReAtlas_smallhydro.2335,2335,1000,51.476,Small Hydro
ReAtlas_smallhydro.2336,2336,1000,45.997,Small Hydro
ReAtlas_smallhydro.2337,2337,1360.629,206.66,Small Hydro
ReAtlas_smallhydro.2338,2338,1000,55.512,Small Hydro
ReAtlas_smallhydro.4315,4315,1250.601,470.833,Small Hydro
ReAtlas_smallhydro.4317,4317,2493.095,1382.612,Small Hydro
ReAtlas_smallhydro.4318,4318,2051.584,639.173,Small Hydro
ReAtlas_smallhydro.4320,4320,2656.199,644.324,Small Hydro
ReAtlas_smallhydro.4321,4321,2396.946,660.531,Small Hydro
ReAtlas_smallhydro.4322,4322,3508.418,360.991,Small Hydro
ReAtlas_smallhydro.4323,4323,1392.952,150.262,Small Hydro
ReAtlas_smallhydro.4325,4325,1636.67,181.234,Small Hydro
ReAtlas_smallhydro.4328,4328,1691.01,375.427,Small Hydro
ReAtlas_smallhydro.4330,4330,2822.999,477.001,Small Hydro
ReAtlas_smallhydro.4331,4331,1878.255,472.769,Small Hydro
ReAtlas_smallhydro.4332,4332,3322.997,746.457,Small Hydro
ReAtlas_smallhydro.4333,4333,1718.205,627.461,Small Hydro
ReAtlas_smallhydro.4334,4334,6192.631,924.77,Small Hydro
ReAtlas_smallhydro.4339,4339,6921.355,243.635,Small Hydro
ReAtlas_smallhydro.4340,4340,6579.231,235.564,Small Hydro
ReAtlas_smallhydro.4341,4341,15182.236,511.909,Small Hydro
ReAtlas_smallhydro.4343,4343,2254.235,83.53,Small Hydro
ReAtlas_smallhydro.4347,4347,1552.391,58.629,Small Hydro
ReAtlas_smallhydro.4348,4348,1570.293,545.144,Small Hydro
ReAtlas_smallhydro.4351,4351,2292.108,1337.795,Small Hydro
ReAtlas_smallhydro.4353,4353,7303.879,460.696,Small Hydro
ReAtlas_smallhydro.4356,4356,6901.502,468.241,Small Hydro
ReAtlas_smallhydro.4357,4357,1872.122,276.181,Small Hydro
ReAtlas_smallhydro.4359,4359,1951.684,258.53,Small Hydro
ReAtlas_smallhydro.4360,4360,1105.159,183.268,Small Hydro
ReAtlas_smallhydro.4361,4361,1954.377,144.16,Small Hydro
ReAtlas_smallhydro.4362,4362,1437.625,250.197,Small Hydro
ReAtlas_smallhydro.4364,4364,2038.052,474.573,Small Hydro
ReAtlas_smallhydro.4373,4373,10895.178,541.142,Small Hydro
ReAtlas_smallhydro.4386,4386,1720.14,720.669,Small Hydro
ReAtlas_smallhydro.4387,4387,1179.781,207.48,Small Hydro
ReAtlas_smallhydro.4388,4388,1577.213,504.298,Small Hydro
ReAtlas_smallhydro.4389,4389,1683.178,705.184,Small Hydro
ReAtlas_smallhydro.4391,4391,1532.609,216.306,Small Hydro
ReAtlas_smallhydro.4394,4394,1697.617,213.451,Small Hydro
ReAtlas_smallhydro.4400,4400,1380.656,165.059,Small Hydro
ReAtlas_smallhydro.4405,4405,1213.827,319.357,Small Hydro
ReAtlas_smallhydro.4407,4407,1074.226,188.419,Small Hydro
ReAtlas_smallhydro.4410,4410,1135.608,505.906,Small Hydro
ReAtlas_smallhydro.4225,4225,1165.483,163.976,Small Hydro
ReAtlas_smallhydro.4226,4226,1312.999,215.059,Small Hydro
ReAtlas_smallhydro.4227,4227,3515.359,105.774,Small Hydro
ReAtlas_smallhydro.4228,4228,2198.878,66.043,Small Hydro
ReAtlas_smallhydro.4229,4229,13709.127,411.385,Small Hydro
ReAtlas_smallhydro.4230,4230,1085.643,33.038,Small Hydro
ReAtlas_smallhydro.4231,4231,3461.104,103.675,Small Hydro
ReAtlas_smallhydro.4232,4232,4422.934,132.546,Small Hydro
ReAtlas_smallhydro.4233,4233,6094.159,183.038,Small Hydro
ReAtlas_smallhydro.4234,4234,5615.325,168.734,Small Hydro
ReAtlas_smallhydro.4235,4235,1619.205,48.688,Small Hydro
ReAtlas_smallhydro.4236,4236,1937.526,58.629,Small Hydro
ReAtlas_smallhydro.4237,4237,2245.958,68.209,Small Hydro
ReAtlas_smallhydro.4238,4238,1599.549,48.655,Small Hydro
ReAtlas_smallhydro.4239,4239,1483.769,691.01,Small Hydro
ReAtlas_smallhydro.4240,4240,2914.69,89.928,Small Hydro
ReAtlas_smallhydro.4241,4241,4595.067,143.832,Small Hydro
ReAtlas_smallhydro.4246,4246,1064.526,900.459,Small Hydro
ReAtlas_smallhydro.4247,4247,1960.434,818.799,Small Hydro
ReAtlas_smallhydro.4248,4248,1135.156,397.178,Small Hydro
ReAtlas_smallhydro.4249,4249,1849.638,372.31,Small Hydro
ReAtlas_smallhydro.4250,4250,3783.266,762.664,Small Hydro
ReAtlas_smallhydro.4251,4251,2258.915,176.148,Small Hydro
ReAtlas_smallhydro.4252,4252,3127.615,242.618,Small Hydro
ReAtlas_smallhydro.4253,4253,1046.395,204.462,Small Hydro
ReAtlas_smallhydro.4254,4254,1164.117,15.157,Small Hydro
ReAtlas_smallhydro.4255,4255,3234.993,41.995,Small Hydro
ReAtlas_smallhydro.4256,4256,1994.904,25.722,Small Hydro
ReAtlas_smallhydro.4257,4257,2688.997,34.482,Small Hydro
ReAtlas_smallhydro.4258,4258,1140.165,14.534,Small Hydro
ReAtlas_smallhydro.4259,4259,4684.75,58.727,Small Hydro
ReAtlas_smallhydro.4260,4260,13326.744,660.925,Small Hydro
ReAtlas_smallhydro.4261,4261,2029.223,24.672,Small Hydro
ReAtlas_smallhydro.4262,4262,8839.625,440.846,Small Hydro
ReAtlas_smallhydro.4263,4263,3108.091,1462.631,Small Hydro
ReAtlas_smallhydro.4264,4264,10185.973,571.063,Small Hydro
ReAtlas_smallhydro.4265,4265,4863.15,675.656,Small Hydro
ReAtlas_smallhydro.4266,4266,1598.666,93.143,Small Hydro
ReAtlas_smallhydro.4267,4267,3785.193,223.064,Small Hydro
ReAtlas_smallhydro.4268,4268,2111.574,1425.23,Small Hydro
ReAtlas_smallhydro.4269,4269,2324.817,1569.16,Small Hydro
ReAtlas_smallhydro.4270,4270,1333.475,1300.951,Small Hydro
ReAtlas_smallhydro.4271,4271,1201.191,15.289,Small Hydro
ReAtlas_smallhydro.4272,4272,1222.938,319.882,Small Hydro
ReAtlas_smallhydro.4273,4273,1152.96,469.783,Small Hydro
ReAtlas_smallhydro.4274,4274,17447.67,210.925,Small Hydro
ReAtlas_smallhydro.4275,4275,1403.782,801.87,Small Hydro
ReAtlas_smallhydro.4276,4276,3242.031,37.861,Small Hydro
ReAtlas_smallhydro.4277,4277,1042.498,1531.463,Small Hydro
ReAtlas_smallhydro.4278,4278,3164.098,990.42,Small Hydro
ReAtlas_smallhydro.4279,4279,17137.05,207.546,Small Hydro
ReAtlas_smallhydro.4280,4280,3384.639,2513.451,Small Hydro
ReAtlas_smallhydro.4281,4281,1726.564,20.702,Small Hydro
ReAtlas_smallhydro.4282,4282,2220.897,422.244,Small Hydro
ReAtlas_smallhydro.4283,4283,5652.986,625.459,Small Hydro
ReAtlas_smallhydro.4284,4284,2230.892,242.421,Small Hydro
ReAtlas_smallhydro.4285,4285,3725.724,2049.344,Small Hydro
ReAtlas_smallhydro.4286,4286,3412.115,367.782,Small Hydro
ReAtlas_smallhydro.4287,4287,13626.797,158.333,Small Hydro
ReAtlas_smallhydro.4288,4288,3932.506,421.161,Small Hydro
ReAtlas_smallhydro.4289,4289,2015.048,314.633,Small Hydro
ReAtlas_smallhydro.4290,4290,2520.615,570.997,Small Hydro
ReAtlas_smallhydro.4291,4291,1207.573,182.579,Small Hydro
ReAtlas_smallhydro.4292,4292,4368.442,465.978,Small Hydro
ReAtlas_smallhydro.4293,4293,2192.259,233.661,Small Hydro
ReAtlas_smallhydro.4294,4294,4332.734,58.53,Small Hydro
ReAtlas_smallhydro.4295,4295,5429.311,73.425,Small Hydro
ReAtlas_smallhydro.4296,4296,1118.103,86.483,Small Hydro
